Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i3,2018,Europe,Silver,Hybrid,Automatic,1.8,90458,105424,9512,High
X3,2015,South America,White,Electric,Automatic,2,36517,60928,3360,Low
X1,2018,North America,Black,Petrol,Automatic,2.6,193091,119264,5202,Low
M5,2012,Asia,White,Electric,Automatic,2.9,151933,117800,9466,High
5 Series,2024,Europe,Blue,Diesel,Automatic,1.7,198540,110489,6142,Low
X3,2012,Europe,Silver,Hybrid,Manual,3,20041,44281,4338,Low
X3,2011,Africa,Black,Petrol,Manual,3.8,103432,119695,9157,High
i8,2023,Europe,Red,Electric,Automatic,1.7,175254,100319,3583,Low
M3,2020,Middle East,White,Hybrid,Automatic,2.2,17320,42655,3380,Low
X1,2022,Africa,White,Electric,Manual,3.6,198370,113800,1848,Low
X5,2024,North America,Silver,Hybrid,Automatic,3.9,187157,114090,1681,Low
5 Series,2010,Middle East,Blue,Petrol,Manual,3.1,166688,63952,7397,High
X3,2020,Asia,Blue,Electric,Manual,3.7,135817,84813,637,Low
M5,2022,Europe,White,Petrol,Manual,4.4,39903,116467,8417,High
X3,2022,Europe,Black,Diesel,Automatic,1.9,23364,109859,6457,Low
M3,2020,Middle East,White,Diesel,Manual,4.7,48816,56622,5056,Low
X6,2011,Europe,Grey,Hybrid,Automatic,3.1,123670,76790,8091,High
7 Series,2019,Africa,Red,Electric,Manual,3,113379,43419,5879,Low
M5,2023,Africa,Grey,Electric,Manual,2.8,131595,74473,243,Low
X5,2024,South America,White,Hybrid,Manual,3.3,189496,56347,8386,High
X5,2014,Europe,White,Diesel,Automatic,4.9,182855,108305,7485,High
X1,2020,South America,White,Petrol,Automatic,3,128169,84732,3173,Low
i8,2022,South America,Black,Electric,Automatic,4.2,187164,52657,700,Low
7 Series,2011,Middle East,Black,Diesel,Manual,3.4,77350,35933,6186,Low
i3,2016,South America,Red,Hybrid,Automatic,3,166022,40610,504,Low
i3,2012,South America,White,Electric,Manual,4.4,96881,68858,5970,Low
5 Series,2010,South America,Grey,Diesel,Manual,3.3,59533,69652,4570,Low
X1,2012,Asia,Silver,Diesel,Manual,4.2,164806,91084,7431,High
7 Series,2014,Asia,Blue,Electric,Automatic,1.6,76310,97222,4203,Low
X5,2014,North America,Grey,Diesel,Automatic,2,48028,99312,5928,Low
X6,2013,Europe,White,Hybrid,Manual,4.6,105780,81557,9120,High
7 Series,2020,North America,Grey,Petrol,Automatic,2.3,37748,111523,7286,High
7 Series,2022,Africa,White,Electric,Automatic,3.4,136975,80700,2150,Low
i8,2020,Europe,Blue,Electric,Automatic,5,118959,76599,3852,Low
i8,2016,Asia,Silver,Electric,Manual,3.1,75642,68343,9271,High
3 Series,2016,Africa,White,Electric,Automatic,3.2,601,58207,7516,High
i8,2011,South America,Grey,Hybrid,Automatic,3.4,18398,62870,9953,High
M3,2021,Europe,Grey,Diesel,Manual,2.7,127611,70395,4735,Low
X3,2023,North America,Grey,Petrol,Manual,1.9,174668,119926,9465,High
M5,2022,Asia,Silver,Diesel,Manual,2.5,153359,88143,6363,Low
X3,2010,Europe,Red,Hybrid,Automatic,3.6,101047,60535,3518,Low
i3,2020,South America,Grey,Petrol,Automatic,3,59710,93129,5779,Low
3 Series,2021,Middle East,Grey,Electric,Automatic,3.4,83201,87400,6364,Low
X1,2016,North America,White,Petrol,Manual,2.7,66310,58431,5703,Low
X1,2016,Middle East,White,Electric,Manual,2.1,122129,72227,1539,Low
M3,2016,North America,White,Diesel,Automatic,1.6,36176,75519,9128,High
X1,2014,Asia,Grey,Diesel,Manual,2.3,183477,100001,4161,Low
5 Series,2015,North America,Silver,Diesel,Automatic,3,199579,77953,7391,High
7 Series,2014,North America,Grey,Hybrid,Manual,3.6,145338,94841,1289,Low
X3,2020,North America,White,Diesel,Automatic,3.2,25936,70761,2693,Low
7 Series,2011,South America,Grey,Hybrid,Automatic,3.4,180681,101217,3855,Low
X5,2010,Europe,White,Electric,Manual,2.3,188191,102983,2096,Low
i8,2013,Africa,Black,Diesel,Automatic,4.4,64798,65577,7587,High
M5,2017,Europe,Red,Petrol,Automatic,2.9,101527,84598,8843,High
X1,2021,Asia,Black,Electric,Manual,1.8,147520,41637,6615,Low
M3,2022,Europe,Silver,Diesel,Automatic,4.2,178552,92155,303,Low
X3,2017,Europe,Grey,Electric,Automatic,4.7,151069,109534,287,Low
3 Series,2015,North America,Silver,Electric,Manual,2.8,8336,61522,3039,Low
M3,2016,Europe,Black,Electric,Automatic,1.7,187794,93733,4938,Low
3 Series,2015,South America,Grey,Petrol,Automatic,1.7,43929,101349,6609,Low
X5,2011,Middle East,Blue,Diesel,Manual,2.9,91495,51775,3321,Low
3 Series,2017,South America,Red,Diesel,Manual,2.4,34563,39079,5112,Low
3 Series,2014,Asia,Grey,Diesel,Automatic,3.1,56256,105514,8814,High
3 Series,2018,North America,White,Hybrid,Manual,3.7,31203,87365,7466,High
X6,2019,Asia,Red,Diesel,Automatic,3.3,158856,69210,8934,High
X1,2012,Middle East,Blue,Hybrid,Manual,3.6,131592,106316,5234,Low
3 Series,2013,North America,Red,Electric,Automatic,4.5,178224,61624,2378,Low
X3,2022,South America,White,Petrol,Manual,2.1,191523,102800,4703,Low
i8,2020,North America,Silver,Hybrid,Automatic,3.8,42204,93715,1050,Low
M3,2024,Asia,Black,Electric,Manual,3.2,85971,95328,2253,Low
X1,2016,Middle East,Grey,Petrol,Automatic,3.2,26561,119042,6862,Low
i8,2012,North America,Grey,Electric,Automatic,4.3,38415,89821,5183,Low
7 Series,2013,Europe,Silver,Diesel,Manual,3.3,17597,101119,3418,Low
M3,2017,North America,White,Hybrid,Automatic,4.3,186459,93894,5977,Low
X1,2013,Asia,Black,Electric,Automatic,4.2,145745,64705,759,Low
3 Series,2024,Africa,Black,Hybrid,Manual,1.7,175447,81565,8031,High
5 Series,2014,North America,Blue,Petrol,Automatic,3.6,59811,100432,4815,Low
i8,2016,Africa,Grey,Electric,Manual,2.8,14462,68822,6772,Low
i8,2012,Africa,Black,Diesel,Automatic,3.4,133741,79695,9384,High
i3,2018,Africa,White,Diesel,Automatic,3.6,25161,107434,2734,Low
3 Series,2012,Europe,Grey,Hybrid,Manual,4.9,91941,35974,8783,High
7 Series,2011,North America,Red,Electric,Manual,2.2,70398,73661,7670,High
X1,2011,North America,Red,Petrol,Manual,3,35495,52637,5410,Low
X3,2019,Middle East,Black,Diesel,Automatic,1.5,143611,58604,1882,Low
3 Series,2013,Europe,Black,Electric,Automatic,1.9,62030,32480,2612,Low
X3,2024,South America,Grey,Hybrid,Automatic,1.6,23531,36685,4372,Low
3 Series,2019,Europe,White,Petrol,Automatic,3.8,3482,110193,2662,Low
M3,2023,Middle East,Grey,Diesel,Manual,3.4,90019,37826,6332,Low
7 Series,2017,Middle East,Grey,Diesel,Automatic,3.9,120771,88591,6467,Low
5 Series,2010,Middle East,Red,Petrol,Automatic,3.6,194507,109610,215,Low
i3,2015,Asia,Red,Petrol,Automatic,4.2,108684,71546,8102,High
X6,2010,South America,Grey,Petrol,Automatic,2.8,107639,65231,731,Low
X3,2019,South America,Blue,Petrol,Manual,1.7,56179,80968,7824,High
5 Series,2018,North America,White,Electric,Automatic,4.1,126504,105351,8434,High
7 Series,2021,Europe,Blue,Diesel,Manual,1.8,20591,47786,1280,Low
X3,2023,Middle East,Blue,Diesel,Manual,3.6,146010,42922,7274,High
X3,2019,Africa,Grey,Electric,Automatic,4.5,177919,83230,8373,High
3 Series,2014,Africa,Red,Petrol,Manual,3.3,122390,112787,979,Low
3 Series,2015,Europe,Silver,Electric,Automatic,3.7,182212,110749,9613,High
7 Series,2022,South America,Red,Diesel,Automatic,1.7,10844,50076,1724,Low
3 Series,2019,Africa,Black,Electric,Manual,4.4,118787,117759,8601,High
M3,2011,South America,Black,Diesel,Manual,4,74673,60403,458,Low
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low
X1,2022,Asia,Blue,Diesel,Automatic,3.6,158815,55945,1992,Low
7 Series,2014,Europe,Silver,Diesel,Manual,2.2,180331,66597,8427,High
X1,2014,South America,Silver,Diesel,Automatic,1.8,121775,36995,8961,High
7 Series,2015,Europe,White,Electric,Automatic,1.9,124716,45389,7114,High
i8,2017,Middle East,White,Petrol,Manual,3.7,46743,54456,9656,High
X1,2016,North America,Black,Hybrid,Automatic,1.8,136041,58128,9393,High
i3,2020,Africa,Grey,Diesel,Manual,2.8,162896,44877,5707,Low
X1,2018,North America,Blue,Electric,Automatic,5,135399,69532,4029,Low
X1,2011,Middle East,White,Petrol,Manual,1.8,93908,99526,5594,Low
M3,2015,Asia,White,Diesel,Manual,4.3,143486,47202,6790,Low
X1,2022,Europe,Grey,Hybrid,Manual,3.7,52329,73782,9509,High
X6,2024,South America,Silver,Diesel,Manual,2.7,46259,75784,3583,Low
7 Series,2023,North America,Red,Petrol,Automatic,1.7,128802,77666,9606,High
X5,2023,Asia,Silver,Diesel,Manual,3.3,105116,36598,4056,Low
X6,2012,Europe,Red,Diesel,Automatic,3.9,103749,109219,1073,Low
i3,2019,Asia,Red,Diesel,Manual,3,50966,62468,5853,Low
i8,2014,Asia,Red,Electric,Manual,1.9,193195,59017,3357,Low
i3,2011,North America,Blue,Petrol,Automatic,1.5,92697,119869,202,Low
3 Series,2013,Africa,Blue,Hybrid,Manual,2.8,187514,94663,8767,High
X6,2014,Europe,Red,Petrol,Automatic,2.7,29050,96142,8107,High
X1,2012,Europe,Red,Hybrid,Manual,3.4,15115,82980,9785,High
M5,2020,South America,Silver,Diesel,Manual,2.6,189992,93470,9172,High
X1,2024,North America,Black,Petrol,Manual,3.7,27620,50708,560,Low
X3,2015,Middle East,Blue,Petrol,Manual,1.5,27585,84087,623,Low
X1,2021,Africa,Grey,Electric,Automatic,4.4,193877,63252,2663,Low
M3,2023,Europe,Red,Diesel,Automatic,2.1,110253,40702,7958,High
5 Series,2022,South America,Blue,Electric,Automatic,2.1,149327,54276,9988,High
X3,2016,South America,Blue,Petrol,Manual,2.5,122774,73465,5890,Low
7 Series,2013,Africa,Blue,Electric,Automatic,3.4,30422,69824,2197,Low
i8,2012,Africa,Grey,Hybrid,Manual,3.4,176104,66186,6645,Low
X1,2022,Asia,Blue,Hybrid,Automatic,1.7,65650,84458,7639,High
X5,2022,Europe,Red,Hybrid,Automatic,4.4,144315,61588,3101,Low
5 Series,2016,Europe,Black,Petrol,Manual,4.3,190332,116918,8620,High
M3,2014,Asia,Black,Hybrid,Automatic,4.3,17422,62542,9060,High
M5,2018,Europe,White,Petrol,Automatic,3.5,150213,70154,177,Low
X1,2024,Africa,White,Diesel,Automatic,4,59291,83251,4933,Low
M3,2019,Europe,Grey,Electric,Manual,2.5,145950,72440,8225,High
X5,2020,South America,Grey,Diesel,Automatic,2.2,178156,63109,6611,Low
5 Series,2017,North America,Silver,Electric,Manual,3.1,57843,111326,4880,Low
i3,2016,North America,White,Petrol,Automatic,1.5,15835,101437,383,Low
X6,2011,Asia,Red,Hybrid,Manual,2.2,96778,61915,3842,Low
M5,2011,Middle East,Silver,Electric,Automatic,4.7,162831,57365,9528,High
X5,2011,Africa,Grey,Electric,Manual,2,183979,108106,3289,Low
X1,2013,Asia,Red,Electric,Manual,4.5,24886,51302,2953,Low
X3,2014,Europe,Black,Diesel,Automatic,3.9,29909,59265,8296,High
7 Series,2023,South America,Grey,Hybrid,Automatic,4.5,173701,63591,9984,High
i3,2013,Middle East,Blue,Petrol,Manual,3,196560,67757,4086,Low
7 Series,2014,Asia,Grey,Hybrid,Automatic,1.7,81582,94789,1199,Low
X1,2024,Middle East,White,Electric,Manual,3.1,13994,77464,3450,Low
3 Series,2010,Middle East,Blue,Petrol,Manual,3,112138,39323,1018,Low
X3,2012,Asia,Grey,Electric,Automatic,4.3,20160,117370,8863,High
X6,2011,Asia,Red,Hybrid,Manual,1.6,190183,68691,1191,Low
5 Series,2012,North America,White,Hybrid,Manual,2.9,79253,110763,1232,Low
i3,2017,North America,Blue,Hybrid,Automatic,1.9,36840,55384,8367,High
X6,2016,Africa,Black,Hybrid,Manual,3.5,21127,81655,2565,Low
M3,2014,Europe,Red,Diesel,Manual,4.3,57122,81004,9540,High
3 Series,2021,Africa,Grey,Diesel,Automatic,2.6,185914,58606,521,Low
i8,2022,South America,Silver,Electric,Manual,3.7,113408,71800,6290,Low
M5,2024,Europe,Red,Hybrid,Manual,2.1,168000,105884,717,Low
M5,2020,Africa,Silver,Hybrid,Manual,1.7,109279,111237,2395,Low
i8,2017,Europe,Blue,Hybrid,Manual,3,135309,72831,8104,High
i3,2012,Africa,White,Hybrid,Manual,4.5,192137,44919,6357,Low
i3,2022,Europe,Red,Electric,Automatic,2.2,176381,74170,4970,Low
X6,2013,Middle East,Silver,Hybrid,Automatic,2.2,179783,55448,7326,High
M3,2021,Africa,Silver,Hybrid,Manual,3,104770,60868,4319,Low
5 Series,2012,Middle East,White,Electric,Automatic,4.8,56769,54375,9384,High
X5,2015,Middle East,Blue,Electric,Manual,2.5,58584,44131,6685,Low
M5,2022,Asia,Red,Petrol,Automatic,3,152191,102913,8595,High
i3,2013,South America,Red,Diesel,Manual,3,98736,85859,7144,High
5 Series,2016,Asia,Grey,Petrol,Manual,4.5,70396,40284,6935,Low
5 Series,2020,Africa,Black,Diesel,Manual,2.3,56565,87706,6813,Low
i3,2010,Europe,Grey,Electric,Automatic,2,111989,30624,7715,High
5 Series,2023,Europe,Blue,Diesel,Manual,4.9,9486,110486,5941,Low
5 Series,2021,Middle East,Red,Diesel,Manual,3.5,185809,116544,7249,High
i8,2023,South America,Black,Diesel,Automatic,4.7,134382,46111,5634,Low
M3,2023,Africa,Blue,Petrol,Automatic,2.9,139436,33189,758,Low
M5,2018,South America,Grey,Electric,Automatic,1.6,138621,73923,8439,High
M3,2021,Europe,Black,Diesel,Manual,2,132224,65912,2357,Low
5 Series,2024,Middle East,White,Diesel,Manual,2.6,2144,93591,1771,Low
M5,2022,North America,Grey,Hybrid,Manual,4.7,166281,70981,6605,Low
5 Series,2013,Asia,White,Hybrid,Automatic,1.9,122139,48107,8529,High
7 Series,2023,North America,Blue,Hybrid,Manual,3.8,199179,103538,5808,Low
X6,2024,North America,Black,Diesel,Manual,4.9,138134,97221,7539,High
3 Series,2024,North America,Red,Electric,Automatic,2.7,178617,62060,6164,Low
5 Series,2011,Africa,Red,Hybrid,Manual,4.3,186638,85862,9278,High
X5,2012,Middle East,White,Diesel,Manual,4.2,106022,66864,9348,High
X6,2014,North America,Silver,Hybrid,Automatic,4.3,97326,72169,3514,Low
i8,2019,Africa,Blue,Hybrid,Manual,3.8,138195,42366,5125,Low
7 Series,2014,Middle East,Silver,Diesel,Manual,1.7,159747,74638,6217,Low
X6,2011,North America,Blue,Petrol,Manual,3.2,172529,115669,8958,High
i8,2010,Europe,White,Diesel,Manual,2.8,189726,46523,5852,Low
i8,2010,Africa,Black,Diesel,Automatic,3.9,198804,33223,6579,Low
7 Series,2020,Africa,Black,Hybrid,Manual,3.7,48418,71887,1740,Low
3 Series,2021,Europe,White,Electric,Manual,1.6,46574,34255,7556,High
M5,2018,Europe,Silver,Electric,Automatic,3.3,122169,95387,7303,High
3 Series,2015,Africa,Blue,Electric,Manual,4.7,56900,54421,2942,Low
3 Series,2020,Middle East,White,Petrol,Manual,1.7,131455,60694,8325,High
i3,2020,North America,Black,Electric,Automatic,4,137653,100390,8019,High
X3,2019,Middle East,Grey,Diesel,Automatic,3.3,105622,95916,3453,Low
X5,2023,Africa,Black,Diesel,Automatic,1.8,125631,75739,7794,High
M5,2014,Middle East,Blue,Electric,Automatic,4.3,103406,87409,5204,Low
3 Series,2021,Europe,Black,Hybrid,Manual,4.5,137373,99120,5412,Low
M3,2017,North America,Black,Petrol,Manual,4,55228,57877,6990,Low
3 Series,2012,Africa,Silver,Petrol,Automatic,2.4,141424,59287,244,Low
5 Series,2016,South America,White,Hybrid,Manual,4.6,187588,100532,7284,High
X6,2020,Europe,Silver,Electric,Automatic,2.1,67964,110730,2462,Low
X6,2015,Europe,Blue,Diesel,Automatic,4.1,165875,48951,4480,Low
5 Series,2011,North America,White,Electric,Manual,3.9,21532,89606,116,Low
7 Series,2022,Middle East,Red,Petrol,Automatic,4.3,45060,33948,9618,High
X6,2012,North America,Blue,Hybrid,Automatic,4.8,145401,116398,8192,High
X3,2019,North America,Silver,Diesel,Automatic,2.6,142198,99764,7652,High
X1,2019,Asia,Grey,Diesel,Automatic,4.7,103305,35111,2935,Low
X1,2022,Asia,White,Diesel,Automatic,2.9,101461,32665,3319,Low
3 Series,2022,Africa,Black,Diesel,Automatic,4.3,159171,48270,2656,Low
i3,2020,Africa,Grey,Electric,Manual,3.7,85246,74753,4483,Low
3 Series,2014,Middle East,Silver,Diesel,Manual,2.5,92864,34721,588,Low
i3,2017,North America,Silver,Hybrid,Manual,4.6,113703,40076,3950,Low
M3,2016,Africa,Red,Hybrid,Manual,3.3,69710,88043,2295,Low
7 Series,2015,Africa,Black,Diesel,Automatic,3.3,104825,42184,9860,High
M3,2020,Europe,White,Hybrid,Manual,4.2,130023,62258,6352,Low
i8,2017,Africa,Grey,Electric,Manual,5,50896,96341,1869,Low
X3,2023,Middle East,Blue,Hybrid,Automatic,4.7,82957,34152,1495,Low
i3,2012,Middle East,Blue,Hybrid,Automatic,4.2,193937,68345,1384,Low
5 Series,2014,Europe,Grey,Petrol,Automatic,2,56746,46954,4602,Low
M5,2024,Europe,Blue,Hybrid,Manual,1.8,17017,94178,6776,Low
X6,2021,Middle East,Black,Hybrid,Automatic,3.7,119323,114049,3291,Low
5 Series,2023,Middle East,Grey,Hybrid,Manual,1.9,40736,37783,1563,Low
3 Series,2016,Africa,Black,Electric,Automatic,3.3,133247,37741,2320,Low
M3,2023,Asia,Grey,Diesel,Automatic,1.7,12401,105278,7203,High
M5,2018,South America,Grey,Electric,Manual,3.4,167257,44498,4594,Low
5 Series,2012,North America,Silver,Diesel,Automatic,3.3,110174,117456,2577,Low
i8,2020,Africa,Red,Hybrid,Automatic,2.8,44352,65517,8924,High
X6,2021,Europe,Silver,Electric,Manual,4.1,121086,90230,7556,High
X3,2013,North America,Blue,Hybrid,Manual,4.6,186008,108388,356,Low
3 Series,2024,Europe,Black,Hybrid,Automatic,1.5,175121,108512,4534,Low
3 Series,2010,South America,White,Petrol,Automatic,4.2,41556,62104,7885,High
M5,2016,North America,Blue,Petrol,Manual,1.7,12988,30716,3908,Low
M3,2020,Africa,Blue,Diesel,Manual,2.6,135006,77329,7967,High
5 Series,2015,North America,Black,Hybrid,Automatic,3.8,2544,68191,6220,Low
5 Series,2014,Middle East,White,Electric,Manual,3.6,64607,52385,8225,High
M3,2016,South America,Blue,Electric,Manual,2.1,180317,41263,9026,High
X3,2023,Africa,Silver,Hybrid,Manual,4.6,61592,43091,9287,High
X6,2021,South America,Red,Hybrid,Manual,4.1,91526,54606,6269,Low
M5,2018,North America,Silver,Diesel,Automatic,4.4,120904,115280,8469,High
7 Series,2011,North America,Grey,Diesel,Automatic,3.4,122439,71165,6572,Low
M3,2016,Middle East,White,Hybrid,Manual,3.3,185076,110841,4615,Low
i8,2024,Europe,Silver,Hybrid,Manual,2.4,63467,47396,6226,Low
7 Series,2016,South America,White,Electric,Manual,1.6,29563,107014,1375,Low
5 Series,2010,North America,Black,Hybrid,Manual,3.8,147428,110800,2749,Low
3 Series,2019,North America,Red,Petrol,Manual,3.9,8679,67199,4933,Low
X1,2021,Middle East,Silver,Electric,Automatic,2.8,128505,116752,6409,Low
X1,2020,Africa,White,Electric,Manual,2.4,167352,58860,6286,Low
7 Series,2022,Middle East,Blue,Electric,Automatic,1.9,39985,84668,9459,High
X6,2011,Africa,White,Hybrid,Manual,4.9,102647,54677,4605,Low
3 Series,2019,South America,Red,Diesel,Automatic,2.8,187953,84927,408,Low
M3,2019,South America,Black,Petrol,Manual,1.9,3089,113828,5608,Low
i8,2023,Africa,Red,Electric,Automatic,1.9,75050,58629,9143,High
M3,2024,North America,Blue,Electric,Manual,2.2,147489,73742,9417,High
5 Series,2019,Asia,Red,Petrol,Automatic,5,142971,115229,7618,High
5 Series,2013,North America,White,Hybrid,Manual,3.4,193477,102021,2140,Low
M5,2012,Middle East,Grey,Petrol,Manual,2.1,163312,40156,8286,High
3 Series,2011,Middle East,Red,Diesel,Automatic,4,45888,119971,8128,High
X1,2014,Asia,Red,Petrol,Manual,2.6,16696,47255,4320,Low
X6,2015,Asia,White,Diesel,Manual,3.7,130621,96516,5071,Low
5 Series,2015,Middle East,Grey,Diesel,Manual,1.6,74341,51848,8464,High
X3,2012,North America,Red,Diesel,Manual,2.4,81864,30405,4432,Low
i8,2013,Asia,White,Hybrid,Manual,3.9,2247,51103,3292,Low
X1,2015,Middle East,Grey,Electric,Automatic,2.8,56821,59799,1327,Low
M3,2015,Middle East,Grey,Diesel,Manual,3.6,109623,75163,6083,Low
X6,2010,Africa,Silver,Electric,Manual,4.7,54988,78679,9996,High
X5,2014,Middle East,Red,Diesel,Automatic,4.5,24765,43861,5866,Low
3 Series,2016,Africa,White,Hybrid,Manual,4.6,174394,116537,8095,High
X6,2023,Middle East,Blue,Diesel,Manual,1.7,29905,58246,2029,Low
X5,2013,Africa,White,Electric,Automatic,1.6,194844,71419,4833,Low
5 Series,2014,Asia,Red,Electric,Manual,3.5,8034,68437,1158,Low
X1,2013,South America,Blue,Hybrid,Manual,3.4,6816,102725,5681,Low
X6,2024,Europe,Blue,Electric,Automatic,5,144590,42383,7123,High
7 Series,2020,North America,White,Electric,Automatic,3.9,135171,94897,5483,Low
i8,2021,Africa,Grey,Electric,Manual,4.4,156201,58679,2479,Low
i3,2020,Europe,White,Petrol,Automatic,3.3,113735,98335,1023,Low
3 Series,2016,Middle East,Red,Petrol,Manual,2.7,168974,58521,228,Low
i3,2015,South America,Silver,Electric,Automatic,2.2,25164,80117,5910,Low
i3,2011,Europe,White,Electric,Automatic,3.1,86664,54299,3918,Low
3 Series,2013,Middle East,White,Petrol,Manual,4.5,83942,33567,969,Low
M3,2013,South America,Silver,Petrol,Manual,1.6,137803,104729,2908,Low
i3,2024,South America,Blue,Hybrid,Manual,2.5,45509,115138,3119,Low
X6,2018,North America,Grey,Hybrid,Manual,4.1,164666,109636,683,Low
X3,2017,North America,Red,Electric,Automatic,3.1,88696,95779,9159,High
i8,2019,Middle East,Red,Electric,Manual,4.4,20924,103520,4316,Low
3 Series,2019,Europe,Grey,Hybrid,Automatic,4.5,43769,119315,6880,Low
M3,2022,Africa,Silver,Hybrid,Automatic,3.2,181377,30265,5256,Low
7 Series,2021,North America,Grey,Electric,Automatic,2.9,23032,50080,9375,High
X1,2020,Middle East,Red,Electric,Automatic,3.5,80742,63818,4989,Low
7 Series,2017,Africa,Silver,Petrol,Automatic,4.1,64833,56335,9846,High
i3,2021,South America,Black,Hybrid,Manual,3.2,74396,45100,3605,Low
5 Series,2017,South America,Grey,Hybrid,Automatic,2,170468,118705,6098,Low
M3,2016,Asia,Grey,Hybrid,Automatic,3.8,147769,32392,6444,Low
X1,2015,North America,Silver,Petrol,Manual,1.7,62763,44878,9417,High
i8,2018,Middle East,White,Electric,Manual,4.1,64793,56513,3018,Low
i8,2021,Middle East,Black,Hybrid,Automatic,4.1,140964,44044,8946,High
i8,2010,North America,Black,Hybrid,Automatic,2.1,18474,31063,4719,Low
M5,2015,Europe,White,Petrol,Manual,4.6,23623,101714,5733,Low
X6,2016,Africa,Silver,Diesel,Manual,4.9,102009,41897,2357,Low
i3,2012,Africa,Grey,Hybrid,Automatic,3.6,156704,85097,4227,Low
X5,2024,Asia,Blue,Hybrid,Manual,3.6,172819,87894,312,Low
X5,2023,Asia,Blue,Hybrid,Automatic,1.9,101050,32278,621,Low
3 Series,2017,Middle East,Red,Diesel,Manual,4.6,152496,113502,5288,Low
X3,2021,Middle East,Silver,Petrol,Automatic,2.1,164280,31241,9866,High
M5,2014,Europe,Red,Electric,Automatic,3.5,109968,51926,6306,Low
M3,2020,Asia,Grey,Petrol,Manual,3.1,90304,98236,6618,Low
X1,2024,Africa,Blue,Diesel,Automatic,3.6,70472,110077,5470,Low
M5,2016,North America,White,Hybrid,Manual,4.5,40014,56153,8065,High
M3,2016,Middle East,Blue,Petrol,Automatic,4,148234,87641,2047,Low
5 Series,2016,North America,Silver,Hybrid,Manual,4.9,198770,86402,8507,High
M5,2016,Africa,Silver,Diesel,Automatic,3.8,79655,55422,3075,Low
X5,2016,South America,White,Diesel,Automatic,3.8,153740,57097,7836,High
X1,2024,Asia,Silver,Diesel,Manual,2.7,44487,67969,1996,Low
7 Series,2019,Asia,Black,Electric,Manual,4.5,79533,85947,7560,High
3 Series,2014,South America,Black,Petrol,Automatic,2.6,144798,86024,3418,Low
i3,2024,South America,Red,Electric,Automatic,2.5,21933,95670,9516,High
M3,2022,Europe,Red,Diesel,Manual,3.1,76895,117063,9241,High
M3,2013,Africa,Red,Diesel,Automatic,2.5,46420,116586,4842,Low
M5,2017,Africa,Grey,Petrol,Manual,2.5,193187,114490,9959,High
5 Series,2022,Asia,Red,Electric,Manual,2.9,65113,53990,2402,Low
X6,2015,Asia,Silver,Diesel,Manual,2.7,4297,55722,1323,Low
7 Series,2024,South America,White,Diesel,Automatic,3.2,62049,108162,8061,High
X6,2018,Africa,Grey,Hybrid,Manual,2,190850,80217,7198,High
X6,2020,Middle East,Blue,Electric,Automatic,4.2,148391,32431,2432,Low
M3,2014,Europe,Blue,Hybrid,Manual,2.2,71450,39429,7211,High
X6,2021,Africa,Black,Petrol,Manual,3.6,49380,34307,2341,Low
X3,2011,South America,Blue,Electric,Manual,2.6,7694,85726,4592,Low
X3,2010,Europe,Silver,Hybrid,Manual,2.5,83677,59469,9425,High
M3,2024,North America,Blue,Petrol,Automatic,3.7,80033,61305,1461,Low
3 Series,2012,Africa,Blue,Petrol,Manual,2.5,29573,52706,2652,Low
i8,2014,Africa,Silver,Electric,Automatic,3.1,133485,115558,2809,Low
M5,2018,Europe,Silver,Diesel,Automatic,3.7,181260,108668,4273,Low
i8,2012,Europe,Blue,Electric,Manual,3.8,77500,87220,8164,High
3 Series,2012,Europe,Black,Hybrid,Automatic,1.6,13953,60976,5317,Low
X1,2024,Africa,Grey,Diesel,Manual,1.6,71814,85225,1854,Low
i3,2024,South America,White,Electric,Manual,2.1,139359,57227,5579,Low
M5,2018,Asia,White,Hybrid,Automatic,3.5,197394,42934,5719,Low
i3,2016,Europe,Black,Electric,Manual,3,1606,108232,4604,Low
i8,2023,Africa,White,Electric,Automatic,2.4,748,39781,4454,Low
M5,2024,South America,Red,Hybrid,Manual,2.9,141179,105827,9113,High
i8,2014,Asia,Blue,Petrol,Manual,1.6,150196,62315,4916,Low
X3,2012,Europe,Black,Diesel,Automatic,3,98137,103304,6915,Low
M5,2023,Europe,Blue,Hybrid,Automatic,4.4,169028,71242,4603,Low
X1,2015,Africa,Grey,Diesel,Manual,4.6,128089,71029,2483,Low
i8,2015,Asia,Blue,Diesel,Manual,3.5,150446,60790,7179,High
X5,2012,North America,White,Petrol,Automatic,3.3,50644,30672,8201,High
X5,2011,Africa,Black,Petrol,Automatic,3.3,5823,113918,5072,Low
X6,2022,Africa,Blue,Hybrid,Manual,2,72138,111570,8859,High
7 Series,2021,Europe,Grey,Electric,Automatic,4.6,55526,99232,9470,High
X1,2017,Europe,Grey,Electric,Automatic,3.4,7517,69187,2350,Low
X5,2021,Middle East,White,Hybrid,Manual,4.9,107593,53795,2151,Low
i8,2011,Africa,Grey,Diesel,Manual,4.1,833,101477,1225,Low
3 Series,2023,Asia,Silver,Hybrid,Automatic,4.8,44501,40840,4609,Low
